OrderNumber,OrderDate,CurrencyCode,_SalesAM_ID,_CustomerID,_SiteID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0006163,5/20/2020,RWF,18,27,104,24,3,0.4,"1,058.60",529.30
SO - 0006164,5/20/2020,RWF,28,4,196,46,3,0.2,"3,979.80","3,303.23"
SO - 0006165,5/20/2020,RWF,8,46,98,41,6,0.3,241.20,103.72
SO - 0006166,5/21/2020,RWF,26,24,208,25,1,0.4,"6,458.80","5,489.98"
SO - 0006167,5/21/2020,RWF,15,9,129,42,8,0.15,"3,825.70","2,869.28"
SO - 0006168,5/21/2020,RWF,6,47,135,24,8,0.15,"3,946.30","2,525.63"
SO - 0006169,5/21/2020,RWF,5,17,333,21,8,0.15,837.50,628.13
SO - 0006170,5/21/2020,RWF,3,26,174,27,7,0.075,938.00,684.74
SO - 0006171,5/21/2020,RWF,21,30,147,41,6,0.05,"3,624.70","1,812.35"
SO - 0006172,5/21/2020,RWF,23,16,61,30,8,0.075,"3,999.90","2,319.94"
SO - 0006173,5/21/2020,RWF,2,18,338,12,3,0.15,254.60,188.40
SO - 0006174,5/22/2020,RWF,10,7,166,40,4,0.075,"1,299.80",675.90
SO - 0006175,5/22/2020,RWF,5,42,242,5,7,0.05,261.30,151.55
SO - 0006176,5/22/2020,RWF,26,29,23,40,2,0.075,"2,452.20","1,642.97"
SO - 0006177,5/22/2020,RWF,17,1,172,4,7,0.05,"1,165.80",571.24
SO - 0006178,5/22/2020,RWF,13,8,121,4,3,0.05,"1,748.70",734.45
SO - 0006179,5/22/2020,RWF,28,2,261,16,7,0.1,227.80,182.24
SO - 0006180,5/22/2020,RWF,8,25,41,23,1,0.075,"2,532.60","2,152.71"
SO - 0006181,5/22/2020,RWF,8,47,352,14,7,0.15,227.80,175.41
SO - 0006182,5/22/2020,RWF,14,24,73,17,8,0.05,"2,867.60","1,319.10"
SO - 0006183,5/22/2020,RWF,8,49,122,8,8,0.075,"5,983.10","2,871.89"
SO - 0006184,5/22/2020,RWF,21,1,294,19,7,0.075,268.00,171.52
SO - 0006185,5/23/2020,RWF,12,23,180,29,2,0.05,"1,078.70",442.27
SO - 0006186,5/23/2020,RWF,22,47,26,21,5,0.075,"1,735.30",815.59
SO - 0006187,5/23/2020,RWF,6,42,207,47,7,0.05,"3,939.60","2,206.18"
SO - 0006188,5/23/2020,RWF,18,2,298,44,7,0.075,"5,400.20","3,780.14"
SO - 0006189,5/23/2020,RWF,19,47,208,18,1,0.075,837.50,661.63
SO - 0006190,5/23/2020,RWF,7,12,276,22,4,0.05,187.60,93.80
SO - 0006191,5/23/2020,RWF,16,2,17,15,8,0.05,"1,105.50",807.02
SO - 0006192,5/23/2020,RWF,26,28,19,3,7,0.075,"2,458.90","1,032.74"
SO - 0006193,5/23/2020,RWF,8,18,15,40,2,0.4,"3,999.90","2,679.93"
SO - 0006194,5/24/2020,RWF,17,12,364,30,5,0.05,"6,009.90","3,726.14"
SO - 0006195,5/24/2020,RWF,6,24,215,14,7,0.15,"1,815.70","1,398.09"
SO - 0006196,5/24/2020,RWF,24,8,332,45,3,0.4,"1,996.60","1,277.82"
SO - 0006197,5/24/2020,RWF,26,7,118,43,1,0.15,911.20,400.93
SO - 0006198,5/24/2020,RWF,11,26,321,18,5,0.075,"1,701.80","1,021.08"
SO - 0006199,5/24/2020,RWF,3,1,364,21,1,0.2,187.60,142.58
SO - 0006200,5/24/2020,RWF,21,26,276,28,5,0.1,"5,453.80","2,890.51"
SO - 0006201,5/24/2020,RWF,21,10,305,45,2,0.05,"1,051.90",452.32
SO - 0006202,5/24/2020,RWF,17,5,170,31,4,0.3,174.20,69.68
SO - 0006203,5/24/2020,RWF,11,11,58,33,3,0.05,"1,681.70","1,294.91"
SO - 0006204,5/25/2020,RWF,6,21,270,36,2,0.05,"1,058.60",582.23
SO - 0006205,5/25/2020,RWF,20,17,254,44,4,0.075,"3,845.80","2,961.27"
SO - 0006206,5/25/2020,RWF,4,23,247,26,7,0.075,"3,343.30","1,972.55"
SO - 0006207,5/25/2020,RWF,23,8,138,32,1,0.15,"1,695.10","1,373.03"
SO - 0006208,5/25/2020,RWF,3,40,287,9,1,0.15,"1,152.40",576.20
SO - 0006209,5/25/2020,RWF,26,37,260,43,6,0.075,"3,457.20","2,938.62"
SO - 0006210,5/25/2020,RWF,4,40,159,3,3,0.075,"1,058.60",762.19
SO - 0006211,5/26/2020,RWF,8,39,341,6,1,0.05,"1,105.50",895.46
SO - 0006212,5/26/2020,RWF,18,11,313,6,1,0.15,"1,011.70",839.71
SO - 0006213,5/26/2020,RWF,16,42,197,25,8,0.2,"5,266.20","4,160.30"
SO - 0006214,5/26/2020,RWF,18,29,25,10,3,0.05,"1,065.30",490.04
SO - 0006215,5/26/2020,RWF,25,14,336,37,1,0.1,"3,329.90","2,497.43"
SO - 0006216,5/26/2020,RWF,21,22,175,42,5,0.1,"1,835.80",917.90
SO - 0006217,5/26/2020,RWF,22,23,60,2,4,0.1,"3,430.40","2,401.28"
SO - 0006218,5/27/2020,RWF,19,15,343,19,4,0.2,"1,078.70",474.63
SO - 0006219,5/27/2020,RWF,27,38,118,18,2,0.05,"3,544.30","1,524.05"
SO - 0006220,5/27/2020,RWF,14,16,185,47,8,0.05,944.70,765.21
SO - 0006221,5/27/2020,RWF,3,50,220,17,1,0.05,"2,398.60","1,127.34"
SO - 0006222,5/27/2020,RWF,9,21,116,42,2,0.075,"3,912.80","1,995.53"
SO - 0006223,5/27/2020,RWF,12,17,129,40,7,0.075,"2,391.90","1,793.93"
SO - 0006224,5/27/2020,RWF,1,49,47,8,1,0.075,891.10,605.95
SO - 0006225,5/27/2020,RWF,22,8,305,24,1,0.2,"2,432.10","1,775.43"
SO - 0006226,5/27/2020,RWF,8,39,208,34,2,0.075,"1,125.60",810.43
SO - 0006227,5/27/2020,RWF,15,8,5,39,7,0.2,"1,159.10",602.73
SO - 0006228,5/27/2020,RWF,21,11,54,45,7,0.075,"5,406.90","4,217.38"
SO - 0006229,5/28/2020,RWF,21,32,9,9,3,0.2,"2,278.00","1,161.78"
SO - 0006230,5/28/2020,RWF,16,47,183,37,4,0.1,"2,425.40","1,770.54"
SO - 0006231,5/28/2020,RWF,21,48,343,25,4,0.05,864.30,561.80
SO - 0006232,5/28/2020,RWF,11,4,176,16,6,0.1,"3,912.80","1,604.25"
SO - 0006233,5/28/2020,RWF,10,18,360,36,7,0.075,"1,011.70",728.42
SO - 0006234,5/28/2020,RWF,9,5,7,6,7,0.075,"1,983.20","1,269.25"
SO - 0006235,5/28/2020,RWF,22,40,167,32,7,0.075,"3,879.30","3,103.44"
SO - 0006236,5/28/2020,RWF,22,41,343,35,1,0.05,"6,385.10","2,745.59"
SO - 0006237,5/28/2020,RWF,1,32,308,15,8,0.4,"2,646.50","1,905.48"
SO - 0006238,5/29/2020,RWF,4,2,11,23,7,0.075,"2,338.30","1,286.07"
SO - 0006239,5/29/2020,RWF,2,46,343,37,8,0.1,"2,391.90","1,411.22"
SO - 0006240,5/29/2020,RWF,17,49,82,8,2,0.1,"2,278.00",956.76
SO - 0006241,5/29/2020,RWF,11,44,9,5,5,0.05,"1,065.30",628.53
SO - 0006242,5/29/2020,RWF,16,18,203,9,8,0.1,"3,912.80","2,738.96"
SO - 0006243,5/29/2020,RWF,13,50,130,31,6,0.075,"2,010.00","1,065.30"
SO - 0006244,5/29/2020,RWF,17,41,83,33,1,0.05,"3,832.40","1,647.93"
SO - 0006245,5/29/2020,RWF,8,18,170,7,4,0.05,998.30,718.78
SO - 0006246,5/29/2020,RWF,20,4,52,11,6,0.15,"1,246.20",510.94
SO - 0006247,5/29/2020,RWF,27,30,49,10,4,0.1,"1,675.00","1,323.25"
SO - 0006248,5/30/2020,RWF,18,49,188,12,6,0.1,"1,728.60","1,175.45"
SO - 0006249,5/30/2020,RWF,19,15,7,8,6,0.075,"1,728.60","1,071.73"
SO - 0006250,5/30/2020,RWF,5,17,186,26,8,0.05,"1,882.70","1,299.06"
SO - 0006251,5/30/2020,RWF,28,44,73,21,6,0.075,984.90,512.15
SO - 0006252,5/30/2020,RWF,16,14,33,18,6,0.05,"1,326.60","1,061.28"
SO - 0006253,5/30/2020,RWF,27,11,76,32,5,0.075,"3,999.90","2,439.94"
SO - 0006254,5/30/2020,RWF,9,21,150,29,6,0.15,"1,802.30","1,189.52"
SO - 0006255,5/30/2020,RWF,22,26,121,32,7,0.05,"1,172.50",527.63
SO - 0006256,5/30/2020,RWF,25,49,163,29,8,0.075,"3,973.10","2,622.25"
SO - 0006257,5/30/2020,RWF,13,23,56,20,4,0.15,"1,112.20",900.88
SO - 0006258,5/30/2020,RWF,20,1,294,14,6,0.15,"3,946.30","1,657.45"
SO - 0006259,5/31/2020,RWF,25,50,266,6,2,0.05,"1,058.60",709.26
SO - 0006260,5/31/2020,RWF,23,2,289,41,7,0.1,261.30,193.36
SO - 0006261,5/31/2020,RWF,7,5,285,45,4,0.075,"1,051.90",820.48
SO - 0006262,5/31/2020,RWF,25,39,81,44,8,0.05,850.90,340.36
SO - 0006263,5/31/2020,RWF,6,45,308,32,2,0.15,"2,405.30","1,635.60"
SO - 0006264,5/31/2020,RWF,21,46,212,7,8,0.075,"2,425.40","1,115.68"
SO - 0006265,5/31/2020,RWF,1,47,97,30,4,0.075,"1,105.50",674.36
SO - 0006266,5/31/2020,RWF,3,3,157,29,6,0.2,857.60,728.96
SO - 0006267,5/31/2020,RWF,3,39,165,38,7,0.05,"3,705.10","2,260.11"
SO - 0006268,5/31/2020,RWF,19,15,106,23,4,0.075,"1,025.10",656.06
SO - 0006269,5/31/2020,RWF,16,46,279,30,1,0.2,971.50,709.20
SO - 0006270,5/31/2020,RWF,21,46,111,38,5,0.05,"1,031.80",474.63
SO - 0006271,5/31/2020,RWF,21,1,364,45,6,0.075,"1,018.40",621.22
SO - 0006272,5/31/2020,RWF,5,18,154,8,2,0.1,"2,659.90","1,649.14"
SO - 0006273,5/31/2020,RWF,1,32,120,20,2,0.075,"3,356.70","1,779.05"
SO - 0006274,6/1/2020,RWF,20,20,355,7,7,0.2,241.20,159.19
SO - 0006275,6/1/2020,RWF,22,3,52,47,4,0.05,"3,805.60","1,598.35"
SO - 0006276,6/1/2020,RWF,9,4,281,8,1,0.1,"2,525.90","1,288.21"
SO - 0006277,6/1/2020,RWF,27,8,53,19,2,0.3,"1,118.90",749.66
SO - 0006278,6/1/2020,RWF,4,1,75,26,3,0.075,"1,715.20","1,457.92"
SO - 0006279,6/1/2020,RWF,8,43,233,45,3,0.1,"3,845.80","1,538.32"
SO - 0006280,6/1/2020,RWF,4,47,342,40,7,0.075,"1,755.40",754.82
SO - 0006281,6/1/2020,RWF,3,8,352,35,6,0.05,"1,788.90",983.90
SO - 0006282,6/1/2020,RWF,6,30,26,26,8,0.075,"3,959.70","2,336.22"
SO - 0006283,6/1/2020,RWF,19,29,128,8,2,0.05,"1,688.40","1,435.14"
SO - 0006284,6/1/2020,RWF,3,37,36,46,1,0.075,984.90,630.34
SO - 0006285,6/1/2020,RWF,22,12,293,27,4,0.075,"3,953.00","1,620.73"
SO - 0006286,6/1/2020,RWF,18,11,296,38,1,0.2,"5,286.30","3,013.19"
SO - 0006287,6/1/2020,RWF,13,26,232,16,2,0.1,884.40,459.89
SO - 0006288,6/2/2020,RWF,2,41,11,37,1,0.2,"1,038.50",571.18
SO - 0006289,6/2/2020,RWF,10,22,335,17,6,0.075,"5,138.90","4,162.51"
SO - 0006290,6/2/2020,RWF,23,24,356,2,1,0.1,804.00,385.92
SO - 0006291,6/2/2020,RWF,15,20,322,12,4,0.1,167.50,130.65
SO - 0006292,6/2/2020,RWF,6,21,131,28,2,0.1,"2,311.50","1,109.52"
SO - 0006293,6/2/2020,RWF,28,7,362,25,4,0.05,"3,845.80","1,769.07"
SO - 0006294,6/3/2020,RWF,21,4,301,46,3,0.075,"1,943.00","1,165.80"
SO - 0006295,6/3/2020,RWF,8,37,131,19,4,0.075,"1,125.60",709.13
SO - 0006296,6/3/2020,RWF,14,15,29,20,7,0.2,"3,912.80","1,643.38"
SO - 0006297,6/3/2020,RWF,22,6,216,17,3,0.3,"3,859.20","1,698.05"
SO - 0006298,6/3/2020,RWF,25,26,356,38,8,0.075,"3,993.20","1,597.28"
SO - 0006299,6/3/2020,RWF,19,28,109,6,1,0.2,"3,705.10","2,482.42"
SO - 0006300,6/3/2020,RWF,3,33,122,43,5,0.05,"1,085.40",738.07
SO - 0006301,6/3/2020,RWF,23,42,318,9,5,0.05,"1,949.70",896.86
SO - 0006302,6/3/2020,RWF,10,7,100,32,4,0.15,"3,953.00","3,360.05"
SO - 0006303,6/4/2020,RWF,17,19,75,35,3,0.05,"1,072.00",728.96
SO - 0006304,6/4/2020,RWF,11,13,148,29,6,0.075,"2,492.40","2,043.77"
SO - 0006305,6/4/2020,RWF,25,7,191,32,7,0.05,"2,934.60","1,643.38"
SO - 0006306,6/4/2020,RWF,13,21,353,27,8,0.2,207.70,89.31
SO - 0006307,6/4/2020,RWF,16,21,164,7,7,0.15,"5,902.70","3,069.40"
SO - 0006308,6/4/2020,RWF,27,39,1,19,8,0.1,214.40,124.35
SO - 0006309,6/4/2020,RWF,4,44,361,28,2,0.05,958.10,747.32
SO - 0006310,6/4/2020,RWF,8,21,13,16,4,0.075,"2,546.00","1,196.62"
SO - 0006311,6/4/2020,RWF,16,49,30,27,7,0.075,"2,780.50","2,057.57"
SO - 0006312,6/4/2020,RWF,23,29,284,7,2,0.1,"2,010.00",824.10
SO - 0006313,6/5/2020,RWF,4,9,327,27,6,0.15,"1,822.40","1,530.82"
SO - 0006314,6/5/2020,RWF,20,31,334,4,2,0.2,"2,010.00",884.40
SO - 0006315,6/5/2020,RWF,7,13,343,28,2,0.2,"3,973.10","2,066.01"
SO - 0006316,6/5/2020,RWF,6,22,22,33,1,0.075,"1,319.90",989.93
SO - 0006317,6/5/2020,RWF,3,36,284,17,6,0.075,"2,378.50","1,070.33"
SO - 0006318,6/5/2020,RWF,18,43,109,31,6,0.075,737.00,574.86
SO - 0006319,6/5/2020,RWF,6,11,336,17,1,0.075,"2,586.20","1,965.51"
SO - 0006320,6/5/2020,RWF,7,41,337,5,7,0.1,"3,999.90","2,159.95"
SO - 0006321,6/5/2020,RWF,13,12,6,6,1,0.05,"3,939.60","2,481.95"
SO - 0006322,6/5/2020,RWF,12,35,131,27,8,0.15,"3,725.20","2,756.65"
SO - 0006323,6/5/2020,RWF,21,39,229,10,3,0.05,"2,525.90","1,010.36"
SO - 0006324,6/6/2020,RWF,4,7,144,3,2,0.2,"1,809.00",741.69
SO - 0006325,6/6/2020,RWF,14,22,22,7,1,0.15,"1,963.10","1,138.60"
SO - 0006326,6/6/2020,RWF,16,42,28,2,7,0.2,"2,800.60","1,316.28"
SO - 0006327,6/6/2020,RWF,22,18,54,13,4,0.05,"4,013.30","2,929.71"
SO - 0006328,6/6/2020,RWF,8,27,6,26,8,0.1,247.90,114.03
SO - 0006329,6/6/2020,RWF,18,1,314,34,8,0.075,"2,713.50","1,600.97"
SO - 0006330,6/6/2020,RWF,16,49,339,15,3,0.15,"3,162.40","1,612.82"
SO - 0006331,6/7/2020,RWF,22,26,57,32,2,0.15,"1,078.70",571.71
SO - 0006332,6/7/2020,RWF,5,34,218,43,2,0.05,"2,391.90","1,172.03"
SO - 0006333,6/7/2020,RWF,10,3,207,12,3,0.4,207.70,103.85
SO - 0006334,6/7/2020,RWF,12,37,266,12,6,0.3,"1,125.60",472.75
SO - 0006335,6/7/2020,RWF,12,44,83,31,1,0.075,"1,929.60","1,080.58"
SO - 0006336,6/7/2020,RWF,27,46,75,43,1,0.05,"2,934.60","2,230.30"
SO - 0006337,6/7/2020,RWF,28,27,188,30,8,0.05,268.00,160.80
SO - 0006338,6/7/2020,RWF,20,49,298,6,1,0.15,"3,979.80","3,144.04"
SO - 0006339,6/7/2020,RWF,2,22,156,8,6,0.1,"2,881.00","2,362.42"
SO - 0006340,6/7/2020,RWF,18,35,171,15,8,0.1,254.60,150.21
SO - 0006341,6/8/2020,RWF,11,9,144,47,4,0.075,"3,926.20","2,826.86"
SO - 0006342,6/8/2020,RWF,17,16,153,35,4,0.1,"2,626.40","1,891.01"
SO - 0006343,6/8/2020,RWF,19,43,48,27,1,0.3,"1,869.30","1,271.12"
SO - 0006344,6/8/2020,RWF,11,10,24,23,5,0.05,"2,519.20","1,990.17"
SO - 0006345,6/8/2020,RWF,23,27,265,20,1,0.1,"1,072.00",503.84
SO - 0006346,6/8/2020,RWF,16,46,110,36,4,0.05,"1,185.90",640.39
SO - 0006347,6/9/2020,RWF,27,18,39,36,3,0.15,"1,125.60",529.03
SO - 0006348,6/9/2020,RWF,2,10,186,21,6,0.15,"3,979.80","2,427.68"
SO - 0006349,6/9/2020,RWF,14,17,199,14,2,0.1,804.00,329.64
SO - 0006350,6/9/2020,RWF,23,20,241,12,8,0.1,958.10,411.98
SO - 0006351,6/9/2020,RWF,23,26,309,14,6,0.4,"2,680.00","1,259.60"
SO - 0006352,6/10/2020,RWF,3,11,51,46,6,0.075,"1,976.50","1,600.97"
SO - 0006353,6/10/2020,RWF,23,2,136,23,2,0.15,"1,038.50",654.26
SO - 0006354,6/10/2020,RWF,15,11,89,26,2,0.075,"2,559.40","1,484.45"
SO - 0006355,6/10/2020,RWF,24,27,45,2,3,0.075,"1,118.90",525.88
SO - 0006356,6/10/2020,RWF,19,48,154,7,6,0.1,"2,539.30","1,244.26"
SO - 0006357,6/10/2020,RWF,9,33,148,7,3,0.05,"1,125.60",934.25
SO - 0006358,6/10/2020,RWF,20,7,285,15,7,0.075,"1,996.60","1,098.13"
SO - 0006359,6/10/2020,RWF,12,36,317,38,3,0.15,"1,956.40","1,545.56"
SO - 0006360,6/11/2020,RWF,22,44,154,46,7,0.1,"3,323.20","2,592.10"
SO - 0006361,6/11/2020,RWF,18,42,358,24,6,0.15,"1,005.00",482.40
SO - 0006362,6/11/2020,RWF,3,50,210,40,6,0.075,"5,386.80","3,070.48"
SO - 0006363,6/11/2020,RWF,20,5,66,23,7,0.15,"5,480.60","3,672.00"
SO - 0006364,6/11/2020,RWF,2,6,224,19,5,0.3,"5,185.80","2,644.76"
SO - 0006365,6/11/2020,RWF,20,12,94,6,2,0.075,"1,005.00",532.65
SO - 0006366,6/11/2020,RWF,8,36,160,33,5,0.05,"1,715.20","1,080.58"
SO - 0006367,6/11/2020,RWF,1,23,263,11,1,0.1,783.90,399.79
SO - 0006368,6/11/2020,RWF,15,32,313,22,8,0.05,214.40,132.93
SO - 0006369,6/11/2020,RWF,11,1,75,4,7,0.2,"1,058.60",561.06
SO - 0006370,6/11/2020,RWF,11,29,295,22,8,0.15,"1,695.10","1,101.82"
SO - 0006371,6/12/2020,RWF,17,27,86,3,6,0.2,"2,385.20","1,025.64"
SO - 0006372,6/12/2020,RWF,16,31,253,38,1,0.15,"1,279.70",652.65
SO - 0006373,6/12/2020,RWF,5,36,283,41,6,0.05,"3,028.40","1,877.61"
SO - 0006374,6/12/2020,RWF,13,38,47,43,5,0.075,"1,125.60",855.46
SO - 0006375,6/12/2020,RWF,10,20,159,24,2,0.4,904.50,407.03
SO - 0006376,6/12/2020,RWF,13,4,307,15,4,0.15,"2,425.40",970.16
SO - 0006377,6/13/2020,RWF,5,18,131,4,2,0.1,"5,601.20","4,032.86"
SO - 0006378,6/13/2020,RWF,20,1,193,13,4,0.15,"1,768.80","1,308.91"
SO - 0006379,6/13/2020,RWF,4,13,8,33,3,0.1,"1,038.50",726.95
SO - 0006380,6/13/2020,RWF,22,39,356,7,1,0.05,904.50,587.93
SO - 0006381,6/13/2020,RWF,12,37,187,31,7,0.05,"3,102.10","1,271.86"
SO - 0006382,6/13/2020,RWF,15,42,245,38,7,0.075,"2,398.60","1,223.29"
SO - 0006383,6/13/2020,RWF,2,17,22,31,1,0.1,"2,659.90","2,207.72"
SO - 0006384,6/14/2020,RWF,8,17,266,38,3,0.05,"1,266.30",810.43
SO - 0006385,6/14/2020,RWF,14,49,323,10,3,0.05,"3,879.30","2,715.51"
SO - 0006386,6/14/2020,RWF,28,27,334,32,4,0.1,"1,742.00","1,323.92"
SO - 0006387,6/14/2020,RWF,3,4,195,36,3,0.1,"3,242.80","1,751.11"
SO - 0006388,6/14/2020,RWF,1,34,356,37,7,0.05,"1,051.90",715.29
SO - 0006389,6/14/2020,RWF,27,22,155,35,8,0.075,"1,139.00",455.60
SO - 0006390,6/15/2020,RWF,18,48,256,45,6,0.05,"5,159.00","2,321.55"
SO - 0006391,6/15/2020,RWF,2,34,61,24,1,0.075,"3,691.70","2,104.27"
SO - 0006392,6/15/2020,RWF,18,31,118,4,7,0.075,797.30,518.25
SO - 0006393,6/15/2020,RWF,23,36,314,24,8,0.075,"1,969.80",965.20
SO - 0006394,6/15/2020,RWF,9,4,72,1,6,0.05,201.00,82.41
SO - 0006395,6/15/2020,RWF,20,34,193,27,6,0.15,"5,453.80","3,544.97"
SO - 0006396,6/15/2020,RWF,26,39,333,13,6,0.075,"5,038.40","3,375.73"
SO - 0006397,6/15/2020,RWF,11,1,129,3,3,0.3,"2,324.90","1,534.43"
SO - 0006398,6/15/2020,RWF,12,6,70,7,4,0.05,"3,417.00","2,084.37"
SO - 0006399,6/16/2020,RWF,4,50,121,1,4,0.05,"1,333.30","1,026.64"
SO - 0006400,6/16/2020,RWF,21,36,141,32,7,0.075,"5,219.30","3,027.19"
SO - 0006401,6/16/2020,RWF,3,35,186,38,1,0.3,"1,078.70",776.66
SO - 0006402,6/16/2020,RWF,10,39,80,12,2,0.1,"1,849.20","1,442.38"
SO - 0006403,6/16/2020,RWF,11,6,11,42,3,0.075,"1,333.30",986.64
SO - 0006404,6/16/2020,RWF,25,17,74,38,2,0.05,"2,010.00","1,467.30"
SO - 0006405,6/17/2020,RWF,2,8,195,26,7,0.05,857.60,514.56
SO - 0006406,6/17/2020,RWF,9,37,350,2,1,0.075,"3,973.10","2,622.25"
SO - 0006407,6/17/2020,RWF,11,26,238,42,4,0.2,"1,118.90",861.55
SO - 0006408,6/17/2020,RWF,21,25,45,2,3,0.05,"2,532.60","2,000.75"
SO - 0006409,6/17/2020,RWF,6,41,259,16,5,0.075,"3,544.30","2,020.25"
SO - 0006410,6/17/2020,RWF,28,24,319,13,2,0.075,"2,586.20","1,086.20"
SO - 0006411,6/17/2020,RWF,2,19,308,21,7,0.05,"3,839.10","2,956.11"
SO - 0006412,6/17/2020,RWF,16,48,361,32,2,0.075,"1,058.60",868.05
SO - 0006413,6/17/2020,RWF,14,28,31,35,4,0.4,167.50,98.83
SO - 0006414,6/17/2020,RWF,5,11,41,22,8,0.4,924.60,591.74
SO - 0006415,6/18/2020,RWF,21,29,85,47,5,0.2,"4,013.30","2,809.31"
SO - 0006416,6/18/2020,RWF,12,22,259,47,3,0.15,864.30,579.08
SO - 0006417,6/18/2020,RWF,13,11,166,5,7,0.15,"2,371.80","1,778.85"
SO - 0006418,6/18/2020,RWF,21,12,234,26,6,0.075,214.40,143.65
SO - 0006419,6/18/2020,RWF,22,41,2,20,7,0.1,"1,058.60",666.92
SO - 0006420,6/18/2020,RWF,10,4,212,41,5,0.1,"1,065.30",511.34
SO - 0006421,6/18/2020,RWF,27,22,192,13,1,0.15,"1,105.50",906.51
SO - 0006422,6/18/2020,RWF,21,18,228,4,4,0.2,"2,646.50","1,879.02"
SO - 0006423,6/18/2020,RWF,13,8,260,44,1,0.075,"2,264.60","1,789.03"
SO - 0006424,6/19/2020,RWF,14,2,275,13,6,0.05,"1,232.80",862.96
SO - 0006425,6/19/2020,RWF,6,40,146,22,1,0.05,"3,819.00","1,909.50"
SO - 0006426,6/19/2020,RWF,5,39,29,24,2,0.2,"1,011.70",819.48
SO - 0006427,6/19/2020,RWF,3,34,129,46,3,0.075,"2,566.10","1,206.07"
SO - 0006428,6/19/2020,RWF,26,22,6,21,5,0.075,"2,934.60","1,437.95"
SO - 0006429,6/19/2020,RWF,27,3,94,17,3,0.075,"1,159.10",672.28
SO - 0006430,6/19/2020,RWF,5,50,283,37,4,0.075,"1,112.20",500.49
SO - 0006431,6/20/2020,RWF,16,21,265,25,4,0.075,"1,829.10","1,207.21"
SO - 0006432,6/20/2020,RWF,7,21,303,45,2,0.4,"1,896.10","1,573.76"
SO - 0006433,6/20/2020,RWF,4,39,120,27,7,0.05,"2,974.80","1,784.88"
SO - 0006434,6/20/2020,RWF,16,5,122,7,7,0.075,"5,654.80","3,110.14"
SO - 0006435,6/20/2020,RWF,22,30,356,31,3,0.05,944.70,803.00
SO - 0006436,6/20/2020,RWF,21,31,197,9,4,0.075,"1,782.20","1,372.29"
SO - 0006437,6/20/2020,RWF,16,7,28,12,8,0.05,"3,048.50","2,438.80"
SO - 0006438,6/20/2020,RWF,14,16,247,11,3,0.3,924.60,453.05
SO - 0006439,6/21/2020,RWF,16,5,158,12,8,0.2,864.30,432.15
SO - 0006440,6/21/2020,RWF,25,37,350,3,7,0.05,"2,472.30","1,928.39"
SO - 0006441,6/21/2020,RWF,27,4,246,45,6,0.075,"2,666.60","2,239.94"
SO - 0006442,6/21/2020,RWF,11,41,224,20,2,0.05,"1,078.70",862.96
SO - 0006443,6/21/2020,RWF,28,6,261,1,5,0.15,254.60,175.67
SO - 0006444,6/21/2020,RWF,16,27,28,45,1,0.075,241.20,149.54
SO - 0006445,6/21/2020,RWF,5,24,246,39,2,0.075,"1,025.10",635.56
SO - 0006446,6/21/2020,RWF,4,29,282,17,3,0.4,"2,331.60","1,025.90"
SO - 0006447,6/21/2020,RWF,18,7,4,38,1,0.4,"2,680.00","2,117.20"
SO - 0006448,6/21/2020,RWF,6,40,42,46,1,0.1,"6,190.80","3,900.20"
SO - 0006449,6/22/2020,RWF,23,45,365,44,2,0.05,"1,159.10",776.60
SO - 0006450,6/22/2020,RWF,18,40,260,40,6,0.075,"2,572.80","1,569.41"
SO - 0006451,6/22/2020,RWF,5,8,256,3,5,0.05,"6,076.90","4,618.44"
SO - 0006452,6/22/2020,RWF,22,46,283,14,7,0.1,"6,338.20","4,817.03"
SO - 0006453,6/22/2020,RWF,25,17,42,47,5,0.075,"5,755.30","4,776.90"
SO - 0006454,6/22/2020,RWF,12,19,121,42,5,0.05,"1,105.50",519.59
SO - 0006455,6/22/2020,RWF,10,4,54,29,4,0.1,837.50,644.88
SO - 0006456,6/23/2020,RWF,2,21,271,45,7,0.075,"3,611.30","2,383.46"
SO - 0006457,6/23/2020,RWF,23,13,187,9,5,0.1,"3,959.70","1,663.07"
SO - 0006458,6/23/2020,RWF,16,32,183,46,7,0.2,"1,889.40","1,265.90"
SO - 0006459,6/23/2020,RWF,5,26,298,34,4,0.3,"2,003.30","1,242.05"
SO - 0006460,6/23/2020,RWF,6,43,174,39,2,0.1,"1,058.60",889.22
SO - 0006461,6/23/2020,RWF,25,1,138,14,3,0.05,"1,118.90",447.56
SO - 0006462,6/23/2020,RWF,28,17,350,35,1,0.05,"1,829.10","1,225.50"
SO - 0006463,6/23/2020,RWF,3,31,202,14,1,0.1,"1,118.90",492.32
SO - 0006464,6/23/2020,RWF,20,1,76,34,6,0.05,"1,768.80","1,149.72"
SO - 0006465,6/24/2020,RWF,15,19,209,8,6,0.05,"3,999.90","2,159.95"
SO - 0006466,6/24/2020,RWF,26,3,158,37,5,0.075,"3,953.00","2,885.69"
SO - 0006467,6/24/2020,RWF,28,20,76,19,4,0.05,261.30,198.59
SO - 0006468,6/24/2020,RWF,9,12,82,42,8,0.1,"3,845.80","2,269.02"
SO - 0006469,6/24/2020,RWF,6,18,298,15,6,0.15,"2,237.80",939.88
SO - 0006470,6/25/2020,RWF,14,27,24,32,4,0.15,"1,051.90",820.48
